merge_prob,invasive_speed,proliferative_speed,dt,rep,n_final,mean_size_final,mean_speed_final,total_cells_final,n_mean_over_time,mean_size_over_time,mean_speed_over_time
0.5,2.0,0.8,0.5,0,63,18.73015873015873,1.257142857142857,1180.0,150.5548172757475,8.531149848751642,1.268149662843614
0.5,2.0,0.8,0.5,1,66,17.78787878787879,1.1636363636363636,1174.0,143.93687707641195,8.57835122299105,1.2125602666843645
0.5,2.0,0.8,0.5,2,59,19.677966101694917,1.247457627118644,1161.0,143.64119601328903,8.833537723297523,1.2305895118315022
0.5,2.0,0.8,0.5,3,58,21.0,1.213793103448276,1218.0,129.17940199335547,10.46726121564948,1.2438902775857983
0.5,2.0,0.8,0.5,4,76,16.763157894736842,1.0368421052631576,1274.0,152.50830564784053,8.284639769216463,1.1338802809316466
0.5,2.0,1.0,0.5,0,62,18.903225806451612,1.2741935483870968,1172.0,140.6611295681063,9.164198351968071,1.3361196341002248
0.5,2.0,1.0,0.5,1,61,19.983606557377048,1.2459016393442623,1219.0,140.62458471760797,8.973091523970789,1.3303264976478961
0.5,2.0,1.0,0.5,2,59,19.06779661016949,1.3932219701317459,1125.0,134.2059800664452,9.407112324919074,1.373251467827104
0.5,2.0,1.0,0.5,3,60,19.333333333333332,1.3166666666666667,1160.0,139.7375415282392,9.056095270761634,1.3472449976238163
0.5,2.0,1.0,0.5,4,62,19.56451612903226,1.3387096774193548,1213.0,140.40863787375415,9.103365137656219,1.34741457736241
0.5,3.0,0.8,0.5,0,41,29.073170731707318,1.280648727792835,1192.0,121.46511627906976,12.177693755002176,1.462989684120989
0.5,3.0,0.8,0.5,1,48,23.729166666666668,1.4416666666666664,1139.0,124.12624584717608,10.71156660673499,1.5416286002891066
0.5,3.0,0.8,0.5,2,49,24.79591836734694,1.2938775510204081,1215.0,124.99667774086379,10.981439358028458,1.4103956422294168
0.5,3.0,0.8,0.5,3,48,25.458333333333332,1.4241357965274652,1222.0,117.95348837209302,11.783462440498862,1.4368730937670233
0.5,3.0,0.8,0.5,4,53,22.962264150943398,1.090566037735849,1217.0,121.09966777408638,11.319161060936688,1.3357278324669726
0.5,3.0,1.0,0.5,0,50,24.08,1.4627464197416873,1204.0,123.56146179401993,11.218512725115513,1.5792928383408764
0.5,3.0,1.0,0.5,1,53,22.90566037735849,1.329305639768431,1214.0,119.61794019933555,11.217764197626154,1.5041888102257877
0.5,3.0,1.0,0.5,2,45,25.977777777777778,1.5777777777777777,1169.0,117.84385382059801,12.064466474652171,1.677266431073897
0.5,3.0,1.0,0.5,3,44,26.75,1.5454545454545454,1177.0,118.22591362126246,12.192091768561705,1.6618235517468511
0.5,3.0,1.0,0.5,4,52,23.346153846153847,1.2307692307692308,1214.0,123.0265780730897,11.089984428996294,1.452691605518231
0.5,4.0,0.8,0.5,0,38,32.68421052631579,1.4736842105263157,1242.0,108.89368770764119,14.324244902096908,1.6905986157363286
0.5,4.0,0.8,0.5,1,45,28.022222222222222,1.0844444444444443,1261.0,115.52159468438538,12.149398850629252,1.477385468293497
0.5,4.0,0.8,0.5,2,37,31.864864864864863,2.1837837837837837,1179.0,102.01661129568106,15.050985607130723,2.162875616593823
0.5,4.0,0.8,0.5,3,42,30.595238095238095,1.2571428571428571,1285.0,112.79401993355482,13.835788345342786,1.5889253763610527
0.5,4.0,0.8,0.5,4,45,27.044444444444444,1.44,1217.0,118.00996677740864,11.481402681578807,1.5717041196481838
0.5,4.0,1.0,0.5,0,42,27.976190476190474,1.7112852971500954,1175.0,110.45182724252491,12.93867190699822,2.005075574399349
0.5,4.0,1.0,0.5,1,29,40.172413793103445,1.5172413793103448,1165.0,104.3953488372093,14.855239076136584,2.0500677001253
0.5,4.0,1.0,0.5,2,42,27.142857142857142,1.5714285714285714,1140.0,104.30564784053156,13.86102765043063,1.775725481082035
0.5,4.0,1.0,0.5,3,43,27.58139534883721,1.7666338108458632,1186.0,112.22591362126246,12.87487191663309,1.9513731305535675
0.5,4.0,1.0,0.5,4,32,34.84375,2.03125,1115.0,100.7375415282392,14.805944349405607,2.032785786646371
0.7,2.0,0.8,0.5,0,57,21.87719298245614,1.0526315789473684,1247.0,140.1627906976744,9.697087937085492,1.1418785094361323
0.7,2.0,0.8,0.5,1,72,16.34722222222222,1.1304256962420542,1177.0,141.0797342192691,8.661509652675214,1.177810666436535
0.7,2.0,0.8,0.5,2,57,19.42105263157895,1.3052631578947367,1107.0,134.34883720930233,9.144004561142424,1.2997563747497791
0.7,2.0,0.8,0.5,3,67,18.29850746268657,1.1044776119402986,1226.0,139.8139534883721,9.098493180746079,1.1696371194585429
0.7,2.0,0.8,0.5,4,80,15.8,1.025,1264.0,151.50830564784053,8.004841556582026,1.1064705382775328
0.7,2.0,1.0,0.5,0,53,21.28301886792453,1.3773584905660377,1128.0,134.37209302325581,9.513226306442743,1.3934178038549794
0.7,2.0,1.0,0.5,1,52,22.692307692307693,1.3653846153846154,1180.0,128.57142857142858,10.430214688036267,1.402204828610127
0.7,2.0,1.0,0.5,2,53,23.433962264150942,1.2641509433962264,1242.0,124.27906976744185,10.727576066849952,1.3110131562509684
0.7,2.0,1.0,0.5,3,51,23.137254901960784,1.4313725490196079,1180.0,123.0299003322259,10.831929031280863,1.428948683784614
0.7,2.0,1.0,0.5,4,50,23.32,1.34,1166.0,122.76079734219269,10.814397510368979,1.3414904543497694
0.7,3.0,0.8,0.5,0,47,25.127659574468087,1.231061400757596,1181.0,113.42857142857143,11.609249112965655,1.4649220850112215
0.7,3.0,0.8,0.5,1,48,26.541666666666668,1.2125000000000001,1274.0,120.81063122923588,11.545719602347935,1.3684102152527267
0.7,3.0,0.8,0.5,2,46,24.717391304347824,1.4695652173913045,1137.0,111.9734219269103,11.884254960508335,1.4768206806798208
0.7,3.0,0.8,0.5,3,41,29.24390243902439,1.3902439024390243,1199.0,110.17940199335548,13.327552940773982,1.5150054683264977
0.7,3.0,0.8,0.5,4,48,25.583333333333332,1.1545197790361137,1228.0,115.64784053156146,11.62135421117744,1.3384514388165931
0.7,3.0,1.0,0.5,0,43,27.25581395348837,1.5116279069767442,1172.0,113.07641196013289,12.301522014084352,1.5563465639445253
0.7,3.0,1.0,0.5,1,45,26.933333333333334,1.4444444444444444,1212.0,108.17940199335548,12.875141939570584,1.554359449166121
0.7,3.0,1.0,0.5,2,36,32.25,1.7777777777777777,1161.0,102.18936877076412,14.815133213295262,1.686930217893606
0.7,3.0,1.0,0.5,3,34,33.088235294117645,1.8235294117647058,1125.0,103.69767441860465,13.913202558496065,1.7827341386450488
0.7,3.0,1.0,0.5,4,39,29.615384615384617,1.4102564102564104,1155.0,105.70764119601328,13.441898403622188,1.5986740591615172
0.7,4.0,0.8,0.5,0,39,31.28205128205128,1.3743589743589741,1220.0,102.50498338870432,14.251812946297859,1.5557049603222497
0.7,4.0,0.8,0.5,1,32,33.1875,1.7000000000000002,1062.0,93.40531561461793,15.832996337544202,1.982535303183477
0.7,4.0,0.8,0.5,2,32,36.25,1.3000000000000003,1160.0,92.43189368770764,17.11248366910207,1.791711507997282
0.7,4.0,0.8,0.5,3,31,35.96774193548387,1.729032258064516,1115.0,86.82392026578073,17.75778832191749,1.8720399558369203
0.7,4.0,0.8,0.5,4,34,33.44117647058823,1.7411764705882353,1137.0,95.07308970099668,15.444667483638591,1.9171444902597368
0.7,4.0,1.0,0.5,0,36,33.77777777777778,1.4166666666666667,1216.0,95.59136212624584,15.582364555393578,1.7870627151555312
0.7,4.0,1.0,0.5,1,32,34.34375,1.9375,1099.0,91.92358803986711,15.814964924594062,2.0002593627870033
0.7,4.0,1.0,0.5,2,31,37.45161290322581,1.7741935483870968,1161.0,92.58471760797342,17.225267867347615,1.8409822271513003
0.7,4.0,1.0,0.5,3,24,46.375,1.75,1113.0,87.03986710963456,19.41571737159436,1.9610349667519813
0.7,4.0,1.0,0.5,4,32,37.75,1.65625,1208.0,90.74418604651163,17.209942595207586,1.8234304093961518
0.9,2.0,0.8,0.5,0,64,17.65625,1.23125,1130.0,135.9700996677741,9.058346616732903,1.2228749472739728
0.9,2.0,0.8,0.5,1,55,21.0,1.1919435407839118,1155.0,129.1063122923588,9.640369429819549,1.2346891897212366
0.9,2.0,0.8,0.5,2,59,19.28813559322034,1.1661016949152543,1138.0,133.7674418604651,9.522417664387605,1.230636729940466
0.9,2.0,0.8,0.5,3,56,20.571428571428573,1.3142857142857143,1152.0,129.32225913621264,9.793261265433255,1.2803993146666903
0.9,2.0,0.8,0.5,4,66,17.893939393939394,1.0727272727272728,1181.0,135.90033222591362,9.106213664109285,1.1655406829820347
0.9,2.0,1.0,0.5,0,55,21.636363636363637,1.4181818181818182,1190.0,125.69435215946844,10.37460213745082,1.39218355904319
0.9,2.0,1.0,0.5,1,50,23.96,1.44,1198.0,113.95681063122923,11.647530749258049,1.4456368323669941
0.9,2.0,1.0,0.5,2,48,24.333333333333332,1.3078267600142157,1168.0,118.87707641196013,11.392781251595354,1.3635544593794282
0.9,2.0,1.0,0.5,3,59,20.1864406779661,1.305084745762712,1191.0,132.95348837209303,9.70036686429333,1.3379382847905599
0.9,2.0,1.0,0.5,4,58,20.46551724137931,1.2368013818985462,1187.0,129.99003322259136,9.500549671437017,1.3091677594656979
0.9,3.0,0.8,0.5,0,48,24.875,1.3041666666666665,1194.0,108.84053156146179,12.554838696768714,1.4076803858095643
0.9,3.0,0.8,0.5,1,39,30.256410256410255,1.4205128205128206,1180.0,99.9202657807309,14.075801087663953,1.5551007182153187
0.9,3.0,0.8,0.5,2,49,23.224489795918366,1.2938775510204084,1138.0,108.9700996677741,12.198333882685938,1.4412301179156395
0.9,3.0,0.8,0.5,3,35,34.857142857142854,1.3657142857142857,1220.0,99.43189368770764,15.209187380522929,1.5242871197202965
0.9,3.0,0.8,0.5,4,39,28.205128205128204,1.5333333333333334,1100.0,103.56810631229236,13.767709117635683,1.506902664931112
0.9,3.0,1.0,0.5,0,28,40.92857142857143,2.0,1146.0,94.89368770764119,17.164775682102917,1.849067933321062
0.9,3.0,1.0,0.5,1,35,31.17142857142857,1.6857142857142857,1091.0,97.13621262458472,14.187630391624777,1.7411232915189616
0.9,3.0,1.0,0.5,2,37,32.08108108108108,1.5405405405405406,1187.0,99.96677740863787,14.531825836133429,1.7057575086492291
0.9,3.0,1.0,0.5,3,36,33.77777777777778,1.5,1216.0,99.21594684385381,14.934508276138507,1.5486583362163118
0.9,3.0,1.0,0.5,4,31,37.0,1.7096774193548387,1147.0,95.61461794019934,15.43134717097931,1.6995515553075973
0.9,4.0,0.8,0.5,0,30,38.86666666666667,1.76,1166.0,88.30232558139535,16.48561277518682,1.7929772261417392
0.9,4.0,0.8,0.5,1,49,26.020408163265305,0.9306122448979592,1275.0,105.5514950166113,12.638915449773846,1.2597016729783015
0.9,4.0,0.8,0.5,2,29,39.6551724137931,1.682758620689655,1150.0,86.61461794019934,17.85700719772466,1.9312805889522149
0.9,4.0,0.8,0.5,3,22,50.86363636363637,1.814065437346393,1119.0,84.45514950166113,19.970750700419728,1.8636300149424825
0.9,4.0,0.8,0.5,4,28,38.0,2.2857142857142856,1064.0,82.76744186046511,18.600597901183463,2.020846027253883
0.9,4.0,1.0,0.5,0,31,35.483870967741936,1.3870967741935485,1100.0,85.39202657807309,17.209412752446717,1.8315487314521623
0.9,4.0,1.0,0.5,1,32,39.5,1.65625,1264.0,89.0,18.154521341427415,1.7830819672515426
0.9,4.0,1.0,0.5,2,34,36.088235294117645,1.7941176470588236,1227.0,87.03654485049834,17.244180816609756,1.868094559387091
0.9,4.0,1.0,0.5,3,25,48.4,1.72,1210.0,83.31229235880399,20.197978106620393,1.9616064349891436
0.9,4.0,1.0,0.5,4,36,32.861111111111114,1.5,1183.0,88.41196013289037,16.113750551647172,1.6873787782160614
